severity	updateDate	comments	line	author	rule	project	effort	messageFormattings	message	creationDate	type	quickFixAvailable	resolution	tags	closeDate	component	flows	scope	textRange	debt	key	hash	status
MINOR	2023-02-12T14:51:42+0000		104.0		python:S116	BNumMet	2min		"Rename this field ""resetButton"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/LUVisualizer.py		MAIN	{startLine=104.0, endLine=104.0, startOffset=13.0, endOffset=24.0}	2min	AYZGHVmZK3-6EP2jdhsz	ff38cba176e17e3489261d37e5b509d7	OPEN
MINOR	2023-02-12T14:51:42+0000		115.0		python:S116	BNumMet	2min		"Rename this field ""buttonsMatrix"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/LUVisualizer.py		MAIN	{startLine=115.0, endLine=115.0, startOffset=13.0, endOffset=26.0}	2min	AYZGHVmZK3-6EP2jdhsx	0920cc80852cc03ca86fce22c32684d5	OPEN
MINOR	2023-02-17T07:28:35+0000		-		python:S100	BNumMet	5min		"Rename method ""matrixPivotButton"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	FIXED	"convention / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/LUVisualizer.py		MAIN	{startLine=144.0, endLine=144.0, startOffset=8.0, endOffset=25.0}	5min	AYZGHVmZK3-6EP2jdhs8	6de2646fa36fbe07d12e3907822bf42c	CLOSED
MINOR	2023-02-17T07:28:35+0000		-		python:S100	BNumMet	5min		"Rename method ""updateButtons"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	FIXED	"convention / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/LUVisualizer.py		MAIN	{startLine=180.0, endLine=180.0, startOffset=8.0, endOffset=21.0}	5min	AYZGHVmZK3-6EP2jdhs9	b748f24da687531c154c1862c59fc2a7	CLOSED
MINOR	2023-02-17T07:28:35+0000		-		python:S100	BNumMet	5min		"Rename method ""previousStep"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	FIXED	"convention / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/LUVisualizer.py		MAIN	{startLine=252.0, endLine=252.0, startOffset=8.0, endOffset=20.0}	5min	AYZGHVmZK3-6EP2jdhtA	308567e6ed7ed55bd64a059746e1867c	CLOSED
MINOR	2023-02-12T14:53:37+0000		81.0		python:S100	BNumMet	5min		"Rename method ""initializeComponents"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py		MAIN	{startLine=81.0, endLine=81.0, startOffset=8.0, endOffset=28.0}	5min	AYZGHVmlK3-6EP2jdhtd	04a00d10926c4de076faf416e148c67b	OPEN
MINOR	2023-02-12T14:53:37+0000		87.0		python:S116	BNumMet	2min		"Rename this field ""currentSolOut"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py		MAIN	{startLine=87.0, endLine=87.0, startOffset=13.0, endOffset=26.0}	2min	AYZGHVmlK3-6EP2jdhtV	885dbf9bbddafc5acaba18c992f09156	OPEN
MINOR	2023-02-12T14:53:37+0000		93.0		python:S116	BNumMet	2min		"Rename this field ""helperOut"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py		MAIN	{startLine=93.0, endLine=93.0, startOffset=13.0, endOffset=22.0}	2min	AYZGHVmlK3-6EP2jdhtY	9739cd37188e8057c0889fc627f2a945	OPEN
MINOR	2023-02-12T14:53:37+0000		106.0		python:S116	BNumMet	2min		"Rename this field ""resetButton"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py		MAIN	{startLine=106.0, endLine=106.0, startOffset=13.0, endOffset=24.0}	2min	AYZGHVmlK3-6EP2jdhtb	ff38cba176e17e3489261d37e5b509d7	OPEN
MINOR	2023-02-12T14:53:37+0000		118.0		python:S116	BNumMet	2min		"Rename this field ""revertButton"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py		MAIN	{startLine=118.0, endLine=118.0, startOffset=13.0, endOffset=25.0}	2min	AYZGHVmlK3-6EP2jdhtc	6881f0c233a85e9f53675d15eb02cde9	OPEN
MINOR	2023-02-12T14:53:37+0000		142.0		python:S116	BNumMet	2min		"Rename this field ""Fig"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py		MAIN	{startLine=142.0, endLine=142.0, startOffset=13.0, endOffset=16.0}	2min	AYZGHVmlK3-6EP2jdhtZ	8343a0c507ea2a36003d9c7afe5db66c	OPEN
